"","population","latitude","longitude"
"78060","37","28.4468012","-98.1070535"
"78061","11031","28.8908548","-99.1418292"
"78063","9227","29.6896921","-98.9112157"
"78064","14102","28.9357786","-98.4289959"
"78065","10831","29.0798486","-98.6423088"
"78066","591","29.5010547","-98.8534936"
"78067","916","27.1282335","-99.3308302"
"78069","5137","29.1862316","-98.6808535"
"78070","14618","29.89476","-98.3909669"
"78071","4248","28.4702812","-98.2263914"
"78072","505","28.3103465","-98.5731857"
"78073","8171","29.2439152","-98.622442"
"78075","123","28.622685","-98.3693583"
"78076","12612","26.9309287","-99.1627655"
"78101","7898","29.3535526","-98.2383081"
"78102","27593","28.4077118","-97.71062"
"78104","175","28.5225411","-97.7619579"
"78107","360","28.5682782","-97.5792373"
"78108","27770","29.575004","-98.2205519"
"78109","34603","29.4877736","-98.291474"
"78112","7941","29.2144144","-98.3708552"
"78113","2435","28.8670331","-98.2404248"
"78114","20103","29.1147177","-98.208661"
"78116","390","29.110831","-97.7593422"
"78117","545","28.9383375","-97.9235718"
"78118","3976","28.8006421","-98.0629367"
"78119","7680","28.7334114","-97.8949579"
"78121","11381","29.3503926","-98.1070302"
"78122","418","29.4289167","-97.7358339"
"78123","2397","29.6004532","-98.047576"
"78124","5609","29.5572657","-98.1468862"
"78125","96","28.5408999","-97.9570008"
"78130","59546","29.6968776","-98.0707255"
"78132","19139","29.7588229","-98.1904625"
"78133","16269","29.8890847","-98.2446243"
"78140","3380","29.3337561","-97.7655016"
"78141","596","28.9141379","-97.6326229"
"78142","119","28.5366316","-97.8105146"
"78143","85","29.2586637","-97.8512161"
"78144","45","28.952237","-97.8871609"
"78145","103","28.6451838","-97.9941246"
"78146","771","28.6031422","-97.8385451"
"78147","1919","29.0734455","-98.080406"
"78148","20139","29.5438126","-98.2953564"
"78150","11","29.5259685","-98.2774985"
"78151","1347","28.8644824","-97.7052729"
"78152","2294","29.4365895","-98.2051163"
"78154","30347","29.5470681","-98.2626416"
"78155","45341","29.54277","-97.937078"
"78159","1023","29.2317741","-97.5906722"
"78160","4273","29.2417951","-97.9225472"
"78161","864","29.2934986","-98.0570163"
"78162","375","28.589962","-97.7734966"
"78163","9838","29.7694663","-98.4532249"
"78164","3796","28.9825604","-97.5207343"
"78201","45307","29.4684128","-98.5288891"
"78202","11691","29.4281693","-98.460881"
"78203","6099","29.4151003","-98.4591231"
"78204","11125","29.4044041","-98.5050283"
"78205","1453","29.4239451","-98.4864204"
"78207","55514","29.4224041","-98.5259427"
"78208","3736","29.4399299","-98.4587175"
"78209","39197","29.488906","-98.456235"
"78210","36865","29.3957757","-98.4644009"
"78211","31944","29.3425345","-98.5700519"
"78212","28415","29.4646111","-98.4936529"
"78213","40396","29.5164014","-98.52303"
"78214","23341","29.3247856","-98.4700394"
"78215","1150","29.4412305","-98.4805148"
"78216","40267","29.5372642","-98.4878824"
"78217","32165","29.5380738","-98.4151982"
"78218","31917","29.4916296","-98.3971273"
"78219","15225","29.4466497","-98.3873614"
"78220","15965","29.4181509","-98.394314"
"78221","35990","29.2782798","-98.4790523"
"78222","19408","29.3549398","-98.3718885"
"78223","50637","29.3119118","-98.3909112"
"78224","17601","29.3054674","-98.5311362"
"78225","13025","29.3879863","-98.5260192"
"78226","6648","29.383778","-98.5699402"
"78227","46077","29.4066244","-98.6303031"
"78228","58811","29.4606458","-98.5712789"
"78229","28804","29.501708","-98.5694508"
"78230","39089","29.5452887","-98.5565637"
"78231","7906","29.5785413","-98.5419035"
"78232","35120","29.5886379","-98.4745848"
"78233","43710","29.5560382","-98.3602826"
"78234","7126","29.460597","-98.4385536"
"78235","357","29.3452456","-98.4438738"
"78236","10392","29.3912835","-98.6187345"
"78237","36929","29.4211331","-98.5709379"
"78238","23514","29.4714637","-98.6177552"
"78239","28736","29.518637","-98.3629606"
"78240","51111","29.5250203","-98.606564"
"78242","31395","29.3504002","-98.607054"
"78243","235","29.3714357","-98.5934107"
"78244","30757","29.4741465","-98.348083"
"78245","56511","29.4008885","-98.7306736"
"78247","49176","29.5858616","-98.4068111"
"78248","13638","29.5900281","-98.5252616"
"78249","49951","29.56527","-98.6192107"
"78250","54903","29.5034533","-98.6646362"
"78251","49435","29.4620057","-98.6767847"
"78252","7372","29.3413365","-98.7056284"
"78253","29007","29.4688048","-98.7977104"
"78254","44817","29.5377818","-98.7347523"
"78255","10826","29.6523498","-98.6562131"
"78256","6855","29.6247245","-98.6240481"
"78257","3950","29.6604852","-98.5834536"
"78258","40586","29.6340968","-98.4974263"
"78259","22660","29.6272137","-98.4270682"
"78260","24844","29.6974527","-98.4867281"
"78261","13513","29.6905143","-98.4018115"
"78263","4673","29.3647616","-98.3049621"
"78264","12339","29.2000635","-98.4927009"
"78266","5591","29.6562","-98.3391203"
"78330","878","27.7426256","-97.9156506"
"78332","28710","27.7259978","-98.1354592"
"78335","4","27.8730279","-97.0921956"
"78336","11949","27.9269126","-97.1777757"
"78338","37","26.9110144","-97.7737739"
"78339","632","27.8050586","-97.7922325"
"78340","379","28.1207006","-97.1968898"
"78341","1760","27.6344185","-98.4966924"
"78342","386","27.6599204","-98.0757201"
"78343","4525","27.6221195","-97.75143"
"78344","474","27.4800393","-98.8647451"
"78349","505","27.373485","-98.2854723"
"78351","621","27.6731538","-97.7597006"
"78352","179","27.9629238","-97.6790274"
"78353","433","26.880517","-98.2162126"
"78355","7081","27.1940741","-98.207295"
"78357","3161","27.8359185","-98.62897"
"78358","709","28.0679707","-97.0422238"
"78359","1944","27.9238188","-97.2870341"
"78361","5350","27.1004476","-98.7899657"
"78362","9447","27.8679372","-97.2029712"
"78363","30463","27.4442036","-97.8655974"
"78368","9227","28.103247","-97.808031"
"78369","444","27.3651304","-98.9967079"
"78370","4877","27.9481289","-97.5987324"
"78371","404","27.6152561","-98.9463731"
"78372","5452","27.9862441","-98.060187"
"78373","3585","27.7774367","-97.1149829"
"78374","16620","27.8921316","-97.3842381"
"78375","3352","27.3963079","-98.171284"
"78376","554","27.4213527","-98.5142716"
"78377","3821","28.3517245","-97.1547555"
"78379","1585","27.3066143","-97.7804273"
"78380","23141","27.7912531","-97.7421393"
"78382","19364","28.1326268","-97.0620702"
"78383","3539","28.093161","-97.9629145"
"78384","6640","27.8495584","-98.3857753"
"78385","277","27.1391465","-97.9013695"
"78387","9574","28.1215969","-97.553013"
"78389","1541","28.2461887","-97.6508944"
"78390","5616","27.9972613","-97.3274421"
"78391","325","28.1795761","-97.7083927"
"78393","2379","28.1870864","-97.3822507"
"78401","5391","27.7978016","-97.3990671"
"78402","536","27.819419","-97.392456"
"78404","17236","27.7680209","-97.3991345"
"78405","16867","27.7742501","-97.4387741"
"78406","1413","27.7712373","-97.5187911"
"78407","2955","27.8106982","-97.4403949"
"78408","12061","27.794993","-97.4468284"
"78409","2939","27.8094742","-97.5228857"
"78410","26387","27.8382475","-97.5963065"
"78411","28024","27.7298944","-97.3852466"
"78412","36003","27.703573","-97.3450451"
"78413","36953","27.6832775","-97.406289"
"78414","30165","27.6625145","-97.3713649"
"78415","39271","27.6578701","-97.4798164"
"78416","15508","27.7520056","-97.4365008"
"78417","4176","27.7396296","-97.4668201"
"78418","29854","27.6271214","-97.2692424"
"78419","694","27.6951513","-97.2694429"
"78501","61219","26.2158162","-98.2395915"
"78503","21706","26.1623439","-98.2486995"
"78504","48703","26.2719651","-98.2365702"
"78516","33722","26.1445389","-98.1213121"
"78520","59408","25.9632642","-97.5504526"
"78521","93818","25.9439231","-97.317944"
"78526","42460","25.9889423","-97.4435823"
"78535","581","26.2528323","-97.7435955"
"78536","451","26.6492821","-98.4511251"
"78537","39454","26.1619001","-98.058657"
"78538","10657","26.3745414","-97.9802803"
"78539","30783","26.2806891","-98.1832948"
"78541","42431","26.4503688","-98.2769353"
"78542","63293","26.4514765","-98.092002"
"78543","8447","26.2973749","-97.9999734"
"78545","555","26.5871735","-99.1198708"
"78548","675","26.2748265","-98.6548235"
"78549","990","26.4546689","-98.0359425"
"78550","53152","26.2555228","-97.6675016"
"78552","34111","26.1968645","-97.7505461"
"78557","12547","26.1111885","-98.2417456"
"78558","882","26.3078308","-98.0393608"
"78559","12751","26.1488311","-97.8311124"
"78560","4368","26.2428135","-98.4944927"
"78561","779","26.4774349","-97.9214962"
"78562","2868","26.2976686","-97.9024847"
"78563","376","26.6542828","-98.2600216"
"78564","270","26.6781958","-99.1030877"
"78565","402","26.2537265","-98.5671905"
"78566","16230","26.1484063","-97.3703763"
"78567","533","26.052713","-97.7404515"
"78569","4039","26.3682136","-97.7435704"
"78570","32525","26.1745174","-97.9125969"
"78572","75221","26.2287349","-98.3761665"
"78573","34890","26.296434","-98.299977"
"78574","57071","26.3189126","-98.3700541"
"78575","8056","26.0217601","-97.5261087"
"78576","8775","26.3216068","-98.4761637"
"78577","70840","26.149684","-98.1897143"
"78578","12516","26.0516254","-97.3127666"
"78579","4580","26.0831768","-97.9621396"
"78580","14963","26.4877396","-97.7389525"
"78582","40455","26.5463354","-98.7158034"
"78583","6623","26.2613627","-97.4890146"
"78584","18128","26.5732993","-98.9659046"
"78585","396","26.5325504","-99.1129862"
"78586","55878","26.1060861","-97.6292919"
"78588","238","26.7378631","-98.3972072"
"78589","38004","26.1678345","-98.1548427"
"78590","289","26.5083664","-97.6477752"
"78591","265","26.5829294","-98.521632"
"78592","836","26.0620065","-97.8469709"
"78593","6324","26.2757472","-97.8235239"
"78594","1990","26.3452574","-97.7948916"
"78595","6082","26.2913991","-98.5454802"
"78596","63844","26.1586225","-97.9891545"
"78597","2885","26.2349998","-97.2717779"
"78598","226","26.5693082","-97.4423313"
"78602","25160","30.1238203","-97.3277099"
"78605","4952","30.7732948","-98.0451801"
"78606","5205","30.0837857","-98.4761588"
"78607","166","30.8217529","-98.4773879"
"78608","434","30.9360057","-97.9345787"
"78609","2012","30.7597227","-98.4383453"
"78610","23502","30.0785138","-97.8380124"
"78611","12977","30.8007179","-98.2830249"
"78612","11457","30.0940978","-97.4951043"
"78613","65099","30.5039488","-97.8242003"
"78614","456","29.4104098","-97.5871743"
"78615","1290","30.4654543","-97.3841112"
"78616","7092","29.9400664","-97.5682939"
"78617","22210","30.1509847","-97.6073119"
"78618","324","30.4651627","-99.156225"
"78619","3026","30.1119151","-98.0335735"
"78620","14367","30.2241345","-98.1348147"
"78621","21659","30.338584","-97.3612237"
"78622","296","29.754521","-97.7758368"
"78623","813","29.9711391","-98.2282307"
"78624","21513","30.2809383","-98.8766835"
"78626","25996","30.659122","-97.6181946"
"78628","23727","30.647924","-97.7531765"
"78629","11887","29.4769544","-97.4489245"
"78631","2395","30.3397698","-99.3065799"
"78632","910","29.6961102","-97.4706635"
"78633","19349","30.7476604","-97.758071"
"78634","22791","30.5600415","-97.5461241"
"78635","149","30.1829141","-98.5665485"
"78636","3749","30.3151958","-98.4235094"
"78638","2005","29.6595953","-97.7852015"
"78639","7334","30.6728177","-98.442748"
"78640","42954","29.9991034","-97.8282074"
"78641","44295","30.5625512","-97.9078968"
"78642","9467","30.6908798","-97.9414258"
"78643","6139","30.6885434","-98.6898893"
"78644","17081","29.8714708","-97.6767716"
"78645","9773","30.4499963","-97.9718056"
"78648","7683","29.6901841","-97.6335547"
"78650","1599","30.3038849","-97.2188991"
"78652","4466","30.1328058","-97.8746874"
"78653","16375","30.3396958","-97.5235117"
"78654","17553","30.5812155","-98.2087319"
"78655","2739","29.8160023","-97.8350416"
"78656","2271","29.9047585","-97.8072961"
"78657","5509","30.5308996","-98.3777518"
"78659","2903","30.2074166","-97.1253892"
"78660","68789","30.4385336","-97.5945804"
"78661","335","29.7283315","-97.7564378"
"78662","2268","29.9320715","-97.411709"
"78663","746","30.4022608","-98.3595692"
"78664","52932","30.5017467","-97.6472057"
"78665","35985","30.5433562","-97.6455901"
"78666","63836","29.8801625","-97.9661644"
"78669","8731","30.4300444","-98.1126548"
"78670","168","29.7739504","-97.8167401"
"78671","654","30.2190908","-98.6292525"
"78672","931","30.858836","-98.4695113"
"78675","188","30.437069","-98.7087142"
"78676","12602","30.0344492","-98.1427764"
"78677","92","29.3499524","-97.5802059"
"78681","50606","30.5343554","-97.725618"
"78701","6841","30.2705689","-97.7425893"
"78702","21334","30.2633776","-97.7144828"
"78703","19690","30.2932682","-97.7660504"
"78704","42117","30.2430316","-97.7650806"
"78705","31340","30.2943334","-97.7385167"
"78712","860","30.2821733","-97.731003"
"78717","22538","30.4923787","-97.7483125"
"78719","1764","30.1837976","-97.6842748"
"78721","11425","30.2699693","-97.6835568"
"78722","5901","30.2899626","-97.7146959"
"78723","28330","30.304265","-97.6857219"
"78724","21696","30.2970987","-97.6177672"
"78725","6083","30.2302829","-97.6085209"
"78726","13122","30.4307494","-97.8400853"
"78727","26689","30.4299366","-97.717796"
"78728","20299","30.4526741","-97.6893683"
"78729","27108","30.4583964","-97.7553438"
"78730","7955","30.3704563","-97.8358438"
"78731","24614","30.3482358","-97.7681364"
"78732","14060","30.3778895","-97.8950234"
"78733","8762","30.3210251","-97.884751"
"78734","17655","30.3783499","-97.9512094"
"78735","16131","30.2681381","-97.8691896"
"78736","6946","30.2610836","-97.9594347"
"78737","12081","30.1903209","-97.956989"
"78738","12134","30.3197481","-97.9582244"
"78739","16792","30.1784193","-97.8886618"
"78741","44935","30.2304748","-97.714082"
"78742","820","30.2423539","-97.6592003"
"78744","42820","30.1770138","-97.7258883"
"78745","55614","30.2068437","-97.7974199"
"78746","26928","30.2954237","-97.8083505"
"78747","14808","30.1269664","-97.7399693"
"78748","40651","30.1671099","-97.8239982"
"78749","34449","30.2161683","-97.8560062"
"78750","26814","30.4185567","-97.8025447"
"78751","14385","30.3107828","-97.7227573"
"78752","18064","30.3318177","-97.704294"
"78753","49301","30.382481","-97.6734669"
"78754","15036","30.3556568","-97.6446825"
"78756","7194","30.3222297","-97.7401667"
"78757","21310","30.3515377","-97.7325711"
"78758","44072","30.3879795","-97.7068531"
"78759","38891","30.4026543","-97.7610645"
"78801","21780","29.3629035","-99.8981322"
"78802","242","29.1510115","-100.01587"
"78827","1219","28.4219512","-99.7330017"
"78828","258","29.8675634","-100.0185303"
"78829","1207","28.8887484","-99.5626519"
"78830","786","28.5249025","-99.50848"
"78832","3598","29.3956211","-100.4399849"
"78833","1299","29.6747004","-100.0785879"
"78834","7829","28.4539364","-99.9182041"
"78836","128","28.301642","-99.7042765"
"78837","281","29.8372199","-101.2124363"
"78838","275","29.5366361","-99.746893"
"78839","8578","28.7183195","-99.8234756"
"78840","48149","29.7299027","-100.8813372"
"78843","336","29.358523","-100.7774858"
"78850","1145","29.2852848","-99.3291819"
"78851","23","30.0280672","-101.9704609"
"78852","53040","28.7452172","-100.3113679"
"78860","229","28.4763961","-100.2768877"
"78861","13701","29.4273749","-99.141134"
"78870","984","29.3038167","-99.6308289"
"78871","45","30.0069911","-101.6547937"
"78872","1905","28.9263755","-99.8652658"
"78873","1788","29.8155029","-99.7272012"
"78877","989","28.9511734","-100.5933857"
"78879","264","29.64447","-99.6824709"
"78880","1682","29.9880923","-100.2860759"
"78881","2335","29.3836698","-99.5296975"
"78883","353","29.6782911","-99.3165918"
"78884","1158","29.6065819","-99.4562869"
"78885","120","29.8086905","-99.5404498"
"78886","647","29.1358372","-99.1688883"
"78931","323","30.0242532","-96.4510511"
"78932","757","30.1645773","-96.7052708"
"78933","1433","29.7906448","-96.359065"
"78934","6712","29.693447","-96.5574006"
"78935","978","29.6959791","-96.4254599"
"78938","471","29.8065572","-96.6865369"
"78940","2098","29.9306268","-96.6626071"
"78941","2962","29.7276173","-97.1584498"
"78942","8989","30.1676237","-96.923038"
"78943","352","29.7089978","-96.6155981"
"78944","562","30.0146375","-96.5079051"
"78945","10494","29.9123237","-96.8895624"
"78946","960","30.1884041","-96.7789924"
"78947","4475","30.4201535","-97.0358311"
"78948","850","30.3211046","-96.976365"
"78949","517","29.8331821","-97.0874035"
"78950","2038","29.9049485","-96.4826169"
"78951","26","29.5872828","-96.824373"
"78953","934","29.8440132","-97.3579956"
"78954","1071","30.0430164","-96.6991882"
"78956","5381","29.686278","-96.9336051"
"78957","9067","30.013899","-97.1821482"
"78959","1837","29.7007453","-97.3013279"
"78962","4733","29.6584596","-96.7325457"
"78963","909","29.9169198","-97.0287634"
"79001","249","35.3397572","-102.7949873"
"79003","162","35.5818449","-100.0687238"
"79005","1735","36.3802327","-100.5074418"
"79007","14542","35.706837","-101.3987934"
"79009","2166","34.5332816","-102.8796276"
"79010","802","35.4509731","-102.140605"
"79011","236","35.6398831","-100.231215"
"79012","976","35.2705144","-102.1091251"
"79013","3423","36.0387743","-102.0031098"
"79014","3771","35.9082574","-100.2853376"
"79015","19277","34.9374723","-101.9160362"
"79016","94","34.983347","-101.9187403"
"79018","548","35.7482541","-102.2133905"
"79019","1707","35.0071004","-101.3940349"
"79021","138","33.9848444","-102.0277472"
"79022","10741","36.0985868","-102.6035181"
"79024","405","36.4397733","-100.369084"
"79025","69","34.9409883","-102.2058853"
"79027","5223","34.4080485","-102.4195425"
"79029","16177","35.9019664","-102.0258968"
"79031","1425","34.2702561","-102.4495833"
"79032","157","34.2828849","-101.9414178"
"79033","109","36.3300396","-100.9839973"
"79034","637","36.3597713","-100.1572162"
"79035","5309","34.6904724","-102.7848771"
"79036","5128","35.6128284","-101.5473772"
"79039","779","35.2598366","-101.0963113"
"79040","1839","36.3240859","-101.5596645"
"79041","3194","34.0432546","-101.9319658"
"79042","1169","34.7413337","-101.9067954"
"79043","1487","34.3706607","-102.1313147"
"79044","766","35.8634467","-102.3677218"
"79045","19473","34.914806","-102.554528"
"79046","489","36.1635357","-100.1217531"
"79051","29","36.4830859","-102.2593555"
"79052","1259","34.3618188","-101.7428975"
"79053","137","34.4080173","-102.5794016"
"79054","594","35.3748187","-100.8215165"
"79056","63","36.2238123","-100.2115755"
"79057","1206","35.2460002","-100.6421782"
"79058","10","35.5794998","-101.8551355"
"79059","837","35.8307627","-100.7659049"
"79061","316","35.5249148","-100.4424916"
"79062","218","36.0306235","-101.529403"
"79063","686","34.5310861","-102.0962703"
"79064","2739","34.1954793","-102.119153"
"79065","20840","35.5412342","-100.9065721"
"79068","3197","35.3466623","-101.4442625"
"79070","9919","36.2706585","-100.7950068"
"79072","28849","34.1697569","-101.7338504"
"79078","377","35.7203279","-101.5804206"
"79079","2646","35.2089803","-100.242918"
"79080","605","35.7486498","-101.213702"
"79081","3912","36.2416196","-101.2184085"
"79082","315","34.2242564","-102.2877454"
"79083","2661","35.8861723","-101.5150933"
"79084","2366","36.2768811","-101.9967247"
"79085","53","34.740717","-102.5144261"
"79086","2105","36.0417803","-101.7683892"
"79087","751","36.2873788","-102.9117886"
"79088","5945","34.5808962","-101.6972179"
"79091","147","34.8977964","-102.1262273"
"79092","1106","35.3129686","-102.4463915"
"79093","69","36.2899122","-101.0339468"
"79094","75","34.8400774","-101.5096995"
"79095","2686","34.9040395","-100.2082598"
"79096","2229","35.4373912","-100.1967065"
"79097","1150","35.4358861","-101.1783602"
"79098","517","35.15335","-102.2166565"
"79101","2817","35.2060297","-101.8396021"
"79102","9963","35.1963403","-101.8662503"
"79103","10594","35.1773082","-101.7944753"
"79104","7869","35.2029667","-101.7887284"
"79105","6","35.6912375","-101.8208308"
"79106","27967","35.2030658","-101.8950034"
"79107","33844","35.2305917","-101.8025016"
"79108","17726","35.3078976","-101.6909325"
"79109","43516","35.1664163","-101.8864225"
"79110","18811","35.1444512","-101.8781221"
"79111","1808","35.2205367","-101.7081433"
"79118","19726","35.1063668","-101.7399112"
"79119","11539","35.1090836","-102.0178871"
"79121","6575","35.1747154","-101.9297502"
"79124","7819","35.2621743","-101.9652684"
"79201","7040","34.4377661","-100.2809616"
"79220","197","33.7535011","-100.7946321"
"79225","976","34.255931","-99.5152041"
"79226","3153","34.9007598","-100.9945492"
"79227","1406","33.8998127","-99.7734972"
"79229","424","33.6657063","-100.6765635"
"79230","158","34.7022735","-100.0692215"
"79231","45","33.9063792","-101.0700364"
"79233","180","34.5209958","-100.5256477"
"79234","110","34.2304434","-100.935228"
"79235","3833","33.9618459","-101.246139"
"79236","262","33.7106842","-100.3842169"
"79237","513","34.9182827","-100.6455449"
"79239","211","34.6556227","-100.7638926"
"79240","60","34.8860663","-100.7799314"
"79241","2480","34.1785015","-101.3849124"
"79243","90","33.7744795","-100.9901139"
"79244","720","34.0303971","-100.8437589"
"79245","2476","34.8572578","-100.5128681"
"79247","64","34.3298128","-99.4090692"
"79248","1493","33.9943221","-100.287247"
"79250","1508","33.8776892","-101.5947555"
"79251","45","34.9434213","-100.4515655"
"79252","3202","34.3043348","-99.8189165"
"79255","571","34.3499135","-101.0507618"
"79256","319","33.9003894","-100.7458746"
"79257","1067","34.4574777","-101.2871607"
"79258","67","34.2282914","-101.2887347"
"79259","48","34.3984918","-100.4729267"
"79261","527","34.4472261","-100.8098477"
"79311","3445","33.857882","-101.8815383"
"79312","971","34.0190635","-102.4199538"
"79313","1571","33.8048919","-102.1622909"
"79314","56","33.5848997","-103.0145094"
"79316","11451","33.1379071","-102.3261828"
"79322","2049","33.6345663","-101.1801165"
"79323","6559","32.9457464","-102.8694031"
"79324","61","33.8978842","-102.6824897"
"79325","2319","34.4246078","-102.9437419"
"79326","40","34.0779384","-102.2161437"
"79329","3300","33.7151431","-101.6749635"
"79330","114","33.0407844","-101.2249463"
"79331","13258","32.695214","-102.00957"
"79336","16972","33.6039025","-102.3984142"
"79339","7230","33.886503","-102.3366773"
"79342","352","32.9082082","-102.3366002"
"79343","1571","33.6586708","-101.5310365"
"79344","56","33.8449605","-102.9304113"
"79345","920","33.3375421","-102.3313498"
"79346","2427","33.6480865","-102.824958"
"79347","7462","34.1725602","-102.78941"
"79350","392","33.73182","-101.8257887"
"79351","1326","32.9270096","-101.7644137"
"79353","10","33.7835178","-102.5819457"
"79355","1942","33.1816636","-102.8767312"
"79356","6363","33.2858897","-101.3392673"
"79357","2303","33.6118857","-101.404701"
"79358","1116","33.4421853","-102.1950331"
"79359","2899","32.9711411","-102.5865551"
"79360","13574","32.6898202","-102.7246614"
"79363","5369","33.7065162","-102.0431751"
"79364","8172","33.4525716","-101.6441744"
"79366","1096","33.5303154","-101.6853432"
"79367","645","33.6214533","-102.1907859"
"79369","88","33.9557429","-102.1451715"
"79370","1889","33.5069232","-100.9070422"
"79371","1317","33.952621","-102.9662131"
"79372","1434","33.4342432","-102.4884012"
"79373","3307","33.1738716","-101.8325635"
"79376","95","33.2338603","-102.6731068"
"79377","277","32.9296477","-102.1335057"
"79378","236","33.058133","-102.4746773"
"79379","666","33.510507","-102.6464225"
"79380","197","33.7356288","-102.3322158"
"79381","1263","33.3159594","-101.769604"
"79382","6291","33.4552867","-102.0140548"
"79401","8408","33.5887712","-101.8504445"
"79403","16869","33.6435031","-101.7754502"
"79404","11289","33.5277019","-101.7937172"
"79406","6025","33.5859092","-101.8783823"
"79407","19068","33.5668617","-102.079243"
"79410","9429","33.5700713","-101.8910106"
"79411","7951","33.5700341","-101.8577334"
"79412","15650","33.546383","-101.8565163"
"79413","21187","33.5474016","-101.8856439"
"79414","17121","33.5477937","-101.9202295"
"79415","17689","33.7013859","-101.8978359"
"79416","32296","33.600102","-101.9827723"
"79423","32277","33.4399762","-101.8554627"
"79424","39023","33.4683344","-101.9476903"
"79501","3528","32.7478625","-99.9053941"
"79502","1350","33.1830644","-100.2451333"
"79503","175","32.8686194","-99.6944922"
"79504","2787","32.3358022","-99.3505712"
"79505","296","33.5774489","-99.8118836"
"79506","730","32.106426","-100.3134079"
"79508","1242","32.2740808","-99.8260412"
"79510","7982","32.2663997","-99.5188792"
"79511","1338","32.415915","-101.2503137"
"79512","8197","32.3145046","-100.9183563"
"79517","200","32.8795109","-101.2467844"
"79518","124","33.3410533","-100.7147318"
"79519","74","32.0520748","-99.6946499"
"79520","2449","32.8570037","-100.1240317"
"79521","3980","33.1226846","-99.6503887"
"79525","2842","32.6304732","-99.8306415"
"79526","979","32.6362946","-100.7168796"
"79527","251","32.5931659","-101.0594418"
"79528","619","33.1926357","-100.8936421"
"79529","1383","33.4318371","-99.8536665"
"79530","480","32.1202491","-99.7530266"
"79532","940","32.4048689","-100.7113958"
"79533","472","32.8571301","-99.5519609"
"79534","181","32.7643301","-100.2119933"
"79535","183","32.2234384","-100.4798349"
"79536","4988","32.4736207","-100.032723"
"79537","111","32.2918608","-100.2107477"
"79538","271","31.9706134","-99.6841645"
"79539","178","33.3611135","-99.876875"
"79540","89","33.1691635","-100.040999"
"79541","791","32.1501833","-99.8105525"
"79543","1186","32.7143303","-100.4077729"
"79544","512","33.3015093","-99.8528998"
"79545","1788","32.4152124","-100.5735387"
"79546","2006","32.8918183","-100.4982064"
"79547","758","33.1977444","-99.9054432"
"79548","174","33.0497685","-99.9189632"
"79549","15652","32.8875888","-100.8413894"
"79553","3469","32.940911","-99.8509643"
"79556","12995","32.4587865","-100.357939"
"79560","137","32.6648587","-100.2128746"
"79561","662","32.5154449","-100.1951079"
"79562","3669","32.2362506","-99.8664513"
"79563","1161","32.4158231","-99.9062305"
"79565","295","32.3973719","-101.0878163"
"79566","333","32.1155081","-100.1320713"
"79567","3373","31.9724301","-99.9503047"
"79601","25085","32.5764891","-99.6653231"
"79602","21519","32.3356769","-99.6674881"
"79603","24288","32.3335514","-99.927724"
"79605","30098","32.4345987","-99.7818269"
"79606","22885","32.3627828","-99.8173143"
"79607","2865","32.43035","-99.8326413"
"79699","321","32.462235","-99.7158939"
"79701","27728","31.9923842","-102.0814641"
"79703","20592","31.9794273","-102.1323658"
"79705","33536","32.0512105","-102.0596338"
"79706","19571","31.848988","-102.0050754"
"79707","32854","32.053604","-102.2016599"
"79713","592","32.4898177","-101.754488"
"79714","14786","32.3357287","-102.6973035"
"79718","721","31.0049693","-103.7590646"
"79719","397","31.460655","-103.4041373"
"79720","33640","32.2535409","-101.4726396"
"79730","250","31.169523","-103.0851344"
"79731","4193","31.4227965","-102.4877739"
"79733","210","32.1029106","-101.3654341"
"79734","2137","30.6861391","-103.9601497"
"79735","13315","30.7474591","-102.7907923"
"79738","275","32.7489993","-101.484963"
"79739","963","31.7630747","-101.5017753"
"79741","288","31.9693122","-102.6308816"
"79742","490","31.3420397","-102.8684472"
"79743","339","31.1868884","-102.5962528"
"79744","1362","30.92201","-101.9702677"
"79745","6125","31.8314155","-103.055986"
"79748","173","32.4089462","-101.6477447"
"79749","255","32.2890479","-101.8717639"
"79752","2245","31.2277465","-102.162001"
"79754","80","31.803547","-103.5999142"
"79755","230","31.5176278","-101.9180067"
"79756","9066","31.5402548","-102.8446442"
"79758","2197","32.0011293","-102.3124228"
"79759","23","31.7991705","-102.6329329"
"79761","30488","31.8550507","-102.3506474"
"79762","39056","31.9253038","-102.3577922"
"79763","34079","31.799158","-102.4740897"
"79764","20725","31.8662622","-102.5375437"
"79765","6927","31.906736","-102.2623475"
"79766","6115","31.7251713","-102.4136067"
"79770","33","31.8751183","-103.933311"
"79772","12747","31.4223625","-103.6273094"
"79777","170","31.484586","-103.1610463"
"79778","878","31.1762463","-101.9238244"
"79780","224","31.0619598","-103.5920895"
"79781","303","30.5969976","-101.7845303"
"79782","3976","32.1556143","-101.8369366"
"79783","201","32.3216732","-102.0422984"
"79785","91","31.3274818","-103.9067991"
"79788","506","31.5824731","-102.9768502"
"79789","974","31.6962509","-103.1389916"
"79821","7142","31.9836968","-106.5960206"
"79830","7682","29.8020944","-103.2223603"
"79831","29","30.4293986","-103.3257647"
"79834","200","29.1609354","-103.2757827"
"79835","12690","31.9364057","-106.5897253"
"79836","5772","31.5725501","-106.1988658"
"79837","579","32.2335696","-105.2865387"
"79838","8699","31.4828393","-106.1680494"
"79839","1938","31.3331771","-105.9025458"
"79842","498","30.085732","-103.1177399"
