Score,ZIP
83,78660
89,78660
89,78660
88,78660
95,78660
91,78660
88,78660
95,78660
91,78660
93,78660
100,78660
76,78660
97,78660
81,78660
87,78660
92,78660
100,78660
100,78660
100,78660
98,78660
97,78660
97,78660
99,78660
95,78660
93,78660
98,78660
97,78660
100,78660
98,78660
98,78660
93,78660
100,78660
96,78660
70,78660
70,78660
87,78660
95,78660
98,78660
100,78660
100,78660
95,78660
100,78660
100,78660
93,78660
93,78660
92,78660
97,78660
95,78660
100,78660
100,78660
91,78660
95,78660
100,78660
94,78660
90,78660
89,78660
84,78660
100,78660
97,78660
76,78660
79,78660
85,78660
89,78660
90,78660
76,78660
97,78660
97,78660
80,78660
81,78660
93,78660
77,78660
100,78660
96,78660
82,78660
98,78660
97,78660
97,78660
100,78660
100,78660
97,78660
100,78660
89,78660
94,78660
100,78660
99,78660
100,78660
100,78660
97,78660
94,78660
95,78660
100,78660
92,78660
94,78660
100,78660
94,78660
98,78660
100,78660
91,78660
77,78660
93,78660
100,78660
99,78660
100,78660
100,78660
97,78660
97,78660
100,78660
95,78660
97,78660
94,78660
98,78660
100,78660
90,78660
100,78660
91,78660
90,78660
89,78660
100,78660
100,78660
100,78660
95,78660
100,78660
100,78660
100,78660
100,78660
100,78660
100,78660
98,78660
100,78660
100,78660
100,78660
100,78660
100,78660
100,78660
100,78660
89,78660
97,78660
100,78660
86,78660
90,78669
96,78669
96,78669
96,78669
77,78669
91,78669
98,78669
80,78669
100,78669
100,78669
100,78669
87,78669
100,78669
92,78669
99,78669
100,78669
100,78669
97,78669
100,78669
100,78669
96,78669
100,78669
100,78669
100,78669
100,78669
94,78669
91,78669
93,78669
82,78669
89,78669
90,78669
100,78669
97,78669
96,78669
100,78669
96,78669
91,78669
94,78669
80,78669
89,78669
89,78669
78,78669
90,78669
97,78669
92,78669
90,78669
84,78669
93,78669
94,78669
92,78669
81,78669
80,78669
94,78669
89,78669
70,78669
96,78669
97,78669
97,78669
97,78669
90,78669
90,78669
85,78669
76,78669
92,78669
91,78669
86,78669
78,78669
97,78669
92,78669
96,78669
94,78669
94,78669
95,78669
100,78669
100,78669
93,78669
100,78669
100,78669
100,78669
89,78669
93,78669
100,78669
92,78669
97,78669
95,78669
98,78669
100,78669
94,78669
86,78669
94,78669
93,78669
98,78669
97,78669
85,78669
94,78669
100,78669
97,78669
97,78669
97,78669
97,78669
97,78669
95,78669
100,78669
99,78669
96,78669
100,78669
96,78669
86,78669
96,78669
88,78669
77,78669
90,78669
89,78669
86,78669
93,78669
89,78669
92,78669
73,78669
99,78669
88,78669
93,78669
93,78669
80,78669
90,78669
98,78669
93,78669
100,78669
93,78669
86,78669
90,78669
97,78669
97,78669
100,78669
99,78669
95,78669
90,78669
80,78701
91,78701
84,78701
94,78701
83,78701
90,78701
79,78701
96,78701
97,78701
91,78701
89,78701
95,78701
88,78701
88,78701
93,78701
92,78701
92,78701
91,78701
90,78701
83,78701
86,78701
87,78701
82,78701
97,78701
81,78701
100,78701
85,78701
89,78701
83,78701
85,78701
97,78701
91,78701
87,78701
100,78701
76,78701
95,78701
84,78701
92,78701
90,78701
100,78701
84,78701
100,78701
93,78701
98,78701
92,78701
97,78701
97,78701
87,78701
100,78701
99,78701
92,78701
86,78701
93,78701
93,78701
98,78701
97,78701
75,78701
94,78701
93,78701
95,78701
82,78701
94,78701
98,78701
100,78701
94,78701
100,78701
96,78701
91,78701
97,78701
97,78701
92,78701
100,78701
93,78701
90,78701
82,78701
94,78701
97,78701
87,78701
100,78701
72,78701
96,78701
100,78701
97,78701
85,78701
100,78701
97,78701
100,78701
95,78701
89,78701
97,78701
100,78701
97,78701
96,78701
97,78701
99,78701
89,78701
84,78701
100,78701
92,78701
98,78701
84,78701
99,78701
92,78701
91,78701
94,78701
92,78701
100,78701
84,78701
85,78701
96,78701
100,78701
96,78701
89,78701
83,78701
80,78701
100,78701
64,78701
97,78701
88,78701
100,78701
100,78701
82,78701
86,78701
96,78701
95,78701
85,78701
94,78701
93,78701
70,78701
94,78701
82,78701
63,78701
75,78701
71,78701
80,78701
71,78701
75,78701
93,78701
86,78701
90,78701
89,78701
78,78701
80,78701
75,78701
84,78701
75,78701
92,78701
77,78701
96,78701
87,78701
70,78701
93,78701
93,78701
78,78701
97,78701
93,78701
81,78701
84,78701
78,78701
90,78701
92,78701
84,78701
88,78701
90,78701
94,78701
77,78701
90,78701
90,78701
73,78701
94,78701
84,78701
89,78701
92,78701
91,78701
83,78701
100,78701
91,78701
90,78701
89,78701
85,78701
81,78701
92,78701
97,78701
81,78701
90,78701
89,78701
96,78701
97,78701
90,78701
87,78701
84,78701
81,78701
86,78701
94,78701
97,78701
88,78701
91,78701
80,78701
90,78701
89,78701
87,78701
89,78701
90,78701
100,78701
81,78701
92,78701
84,78701
95,78701
90,78701
92,78701
76,78701
90,78701
84,78701
81,78701
82,78701
60,78701
83,78701
76,78701
87,78701
96,78701
71,78701
97,78701
85,78701
89,78701
84,78701
76,78701
93,78701
88,78701
100,78701
100,78701
89,78701
76,78701
84,78701
84,78701
86,78701
80,78701
90,78701
100,78701
96,78701
100,78701
95,78701
88,78701
83,78701
100,78701
93,78701
87,78701
91,78701
89,78701
82,78701
94,78701
100,78701
88,78701
88,78701
74,78701
84,78701
76,78701
100,78701
97,78701
91,78701
86,78701
89,78701
76,78701
93,78701
93,78701
93,78701
90,78701
87,78701
90,78701
76,78701
100,78701
99,78701
88,78701
87,78701
91,78701
91,78701
90,78701
98,78701
88,78701
81,78701
96,78701
80,78701
94,78701
75,78701
97,78701
91,78701
89,78701
94,78701
71,78701
91,78701
93,78701
93,78701
87,78701
87,78701
61,78701
97,78701
93,78701
85,78701
100,78701
80,78701
92,78701
83,78701
70,78701
75,78701
91,78701
84,78701
87,78701
81,78701
96,78701
87,78701
88,78701
70,78701
92,78701
86,78701
72,78701
88,78701
84,78701
90,78701
85,78701
91,78701
73,78701
88,78701
86,78701
95,78701
81,78701
97,78701
77,78701
86,78701
90,78701
73,78701
78,78701
76,78701
78,78701
87,78701
81,78701
70,78701
86,78701
78,78701
78,78701
64,78701
86,78701
84,78701
100,78701
92,78701
97,78701
81,78701
88,78701
90,78701
90,78701
88,78701
87,78701
97,78701
94,78701
90,78701
88,78701
90,78701
76,78701
82,78701
75,78701
92,78701
93,78701
94,78701
80,78701
78,78701
93,78701
94,78701
81,78701
75,78701
78,78701
90,78701
97,78701
97,78701
94,78701
92,78701
70,78701
87,78701
93,78701
87,78701
81,78701
90,78701
96,78701
100,78701
94,78701
91,78701
100,78701
94,78701
97,78701
91,78701
95,78701
93,78701
90,78701
87,78701
91,78701
86,78701
84,78701
92,78701
92,78701
97,78701
94,78701
90,78701
77,78701
93,78701
100,78701
87,78701
95,78701
90,78701
84,78701
99,78701
80,78701
79,78701
88,78701
90,78701
88,78701
85,78701
90,78701
82,78701
96,78701
74,78701
100,78701
89,78701
85,78701
87,78701
97,78701
97,78701
97,78701
97,78701
99,78701
97,78701
81,78701
100,78701
92,78701
73,78701
92,78701
99,78701
88,78701
96,78701
94,78701
89,78701
91,78701
88,78701
86,78701
87,78701
91,78701
96,78701
97,78701
84,78701
79,78701
78,78701
90,78701
91,78701
85,78701
80,78701
74,78701
97,78701
94,78701
91,78701
94,78701
99,78701
74,78701
70,78701
73,78701
82,78701
79,78701
87,78701
89,78701
93,78701
77,78701
97,78701
90,78701
87,78701
90,78701
75,78701
91,78701
85,78701
97,78701
80,78701
85,78701
100,78701
80,78701
82,78701
87,78701
73,78701
89,78701
95,78701
92,78701
89,78701
86,78701
100,78701
84,78701
81,78701
100,78701
90,78701
80,78701
82,78701
87,78701
86,78701
90,78701
87,78701
93,78701
83,78701
77,78701
74,78701
81,78701
87,78701
93,78701
81,78701
100,78701
70,78701
81,78701
97,78701
100,78701
70,78701
83,78701
100,78701
90,78701
68,78701
85,78701
94,78701
93,78701
94,78701
97,78701
87,78701
76,78701
84,78701
82,78701
91,78701
91,78701
92,78701
93,78701
96,78701
97,78701
89,78701
97,78701
90,78701
87,78701
94,78701
85,78701
89,78701
100,78701
94,78701
89,78701
88,78701
70,78701
95,78701
89,78701
80,78701
100,78701
90,78701
79,78701
96,78701
83,78701
90,78701
82,78701
84,78701
79,78701
87,78701
90,78701
100,78701
91,78701
85,78701
80,78701
93,78701
94,78701
84,78701
82,78701
91,78701
90,78701
83,78701
72,78701
82,78701
87,78701
83,78701
81,78701
79,78701
84,78701
94,78701
93,78701
81,78701
86,78701
84,78701
78,78701
70,78701
97,78701
96,78701
100,78701
77,78701
95,78701
88,78701
89,78701
90,78701
71,78701
82,78701
91,78701
88,78701
89,78701
87,78701
95,78701
91,78701
90,78701
83,78701
76,78701
89,78701
83,78701
100,78701
81,78701
87,78701
100,78701
82,78701
85,78701
85,78701
96,78701
95,78701
87,78701
90,78701
91,78701
92,78701
76,78701
93,78701
97,78701
91,78701
94,78701
99,78701
95,78701
91,78701
100,78701
80,78701
97,78701
78,78701
97,78701
92,78701
83,78701
90,78701
83,78701
95,78701
77,78701
85,78701
72,78701
83,78701
83,78701
92,78701
82,78701
94,78701
99,78701
99,78701
96,78701
78,78701
89,78701
96,78701
82,78701
82,78701
92,78701
85,78701
82,78701
88,78701
93,78701
87,78701
83,78701
77,78701
100,78701
100,78701
97,78701
86,78701
76,78701
93,78701
88,78701
88,78701
73,78701
89,78701
84,78701
97,78701
84,78701
81,78701
94,78701
92,78701
84,78701
89,78701
85,78701
87,78701
99,78701
93,78701
87,78701
100,78701
81,78701
90,78701
82,78701
96,78701
88,78701
87,78701
97,78701
100,78701
90,78701
92,78701
76,78701
78,78701
73,78701
91,78701
86,78701
85,78701
84,78701
90,78701
78,78701
87,78701
84,78701
81,78701
86,78701
82,78701
73,78701
86,78701
81,78701
96,78701
97,78701
80,78701
93,78701
96,78701
74,78701
68,78701
83,78701
77,78701
83,78701
76,78701
79,78701
84,78701
80,78701
97,78701
90,78701
88,78701
97,78701
88,78701
94,78701
85,78701
74,78701
83,78701
93,78701
82,78701
84,78701
89,78701
86,78701
99,78701
89,78701
91,78701
93,78701
87,78701
99,78701
99,78701
93,78701
97,78701
87,78701
94,78701
94,78701
86,78701
91,78701
93,78701
98,78701
79,78701
78,78701
93,78701
73,78701
93,78701
87,78701
88,78701
90,78701
87,78701
73,78701
77,78701
79,78701
91,78701
97,78701
78,78701
95,78701
77,78701
94,78701
85,78701
97,78701
81,78701
87,78701
88,78701
93,78701
70,78701
87,78701
91,78701
88,78701
91,78701
100,78701
82,78701
80,78701
100,78701
85,78701
88,78701
95,78701
97,78701
100,78701
100,78701
87,78701
84,78701
86,78701
92,78701
84,78701
98,78701
89,78701
87,78701
74,78701
98,78701
90,78701
81,78701
83,78701
94,78701
91,78701
89,78701
100,78701
84,78701
100,78701
93,78701
97,78701
85,78701
70,78701
93,78701
74,78701
78,78701
91,78701
100,78701
97,78701
86,78701
91,78701
94,78701
97,78701
73,78701
87,78701
96,78701
97,78701
92,78701
86,78701
94,78701
90,78701
84,78701
79,78701
91,78701
100,78701
94,78701
88,78701
100,78701
92,78701
89,78701
92,78701
100,78701
94,78701
100,78701
97,78701
95,78701
97,78701
90,78701
94,78701
92,78701
97,78701
83,78701
100,78701
97,78701
71,78701
100,78701
95,78701
93,78701
97,78701
92,78701
91,78701
80,78701
98,78701
83,78701
96,78701
100,78701
87,78701
90,78701
90,78701
92,78701
91,78701
81,78701
85,78701
100,78701
89,78701
91,78701
92,78701
78,78701
84,78701
72,78701
100,78701
83,78701
81,78701
96,78701
95,78701
91,78701
83,78701
97,78701
91,78701
94,78701
86,78701
70,78701
72,78701
95,78701
92,78701
84,78701
94,78701
93,78701
79,78701
85,78701
90,78701
92,78701
100,78701
93,78701
90,78701
87,78701
94,78701
85,78701
96,78701
94,78701
86,78701
85,78701
84,78701
82,78701
95,78701
80,78701
83,78701
87,78701
94,78701
62,78701
93,78701
92,78701
93,78701
87,78701
100,78701
93,78701
91,78701
89,78701
81,78701
81,78701
85,78701
87,78701
90,78701
100,78701
80,78701
93,78701
88,78701
59,78701
88,78701
88,78701
92,78701
93,78701
100,78701
75,78701
88,78701
93,78701
97,78701
87,78701
76,78701
86,78701
90,78701
73,78701
86,78701
82,78701
77,78701
90,78701
84,78701
90,78701
75,78701
88,78701
100,78701
90,78701
86,78701
82,78701
96,78701
74,78701
84,78701
92,78701
90,78701
89,78701
91,78701
78,78701
86,78701
88,78701
95,78701
78,78701
76,78701
94,78701
84,78701
90,78701
89,78701
92,78701
88,78701
72,78701
92,78701
90,78701
95,78701
100,78701
83,78701
99,78701
92,78701
77,78701
56,78701
72,78701
100,78701
85,78701
97,78701
100,78701
94,78701
82,78701
92,78701
89,78701
81,78701
95,78701
58,78701
90,78701
71,78701
90,78701
84,78701
70,78701
88,78701
97,78701
88,78701
87,78701
76,78701
92,78701
97,78701
97,78701
86,78701
96,78701
97,78701
97,78701
92,78701
74,78701
78,78701
75,78701
97,78701
100,78701
87,78701
71,78701
91,78701
97,78701
86,78701
93,78701
96,78701
83,78701
93,78701
86,78701
94,78701
89,78701
94,78701
86,78701
86,78701
90,78701
100,78701
100,78701
90,78701
89,78701
88,78701
94,78701
100,78701
96,78701
86,78701
97,78701
87,78701
83,78701
91,78701
94,78701
94,78701
91,78701
91,78701
73,78701
94,78701
91,78701
91,78701
75,78701
89,78701
96,78701
95,78701
86,78701
98,78701
94,78701
93,78701
85,78701
82,78701
91,78701
89,78701
94,78701
93,78701
89,78701
93,78701
92,78701
87,78701
94,78701
89,78701
87,78701
88,78701
77,78701
73,78701
89,78701
90,78701
83,78701
70,78701
74,78701
86,78701
98,78701
76,78701
78,78701
84,78701
87,78701
79,78701
100,78701
86,78701
79,78701
94,78701
87,78701
78,78701
72,78701
85,78701
86,78701
97,78701
85,78701
94,78701
77,78701
84,78701
97,78701
88,78701
95,78701
80,78701
88,78701
92,78701
73,78701
88,78701
93,78701
93,78701
94,78701
82,78701
77,78701
87,78701
88,78701
84,78701
97,78701
92,78701
93,78701
88,78701
91,78701
91,78701
97,78701
91,78701
81,78701
92,78701
87,78701
87,78701
93,78701
90,78701
98,78701
88,78701
96,78701
96,78701
74,78701
93,78701
90,78701
86,78701
70,78701
85,78701
95,78701
94,78701
89,78701
89,78701
100,78701
71,78701
83,78701
84,78701
80,78701
85,78701
93,78701
89,78701
75,78701
92,78701
89,78701
90,78701
94,78701
88,78701
96,78701
97,78701
76,78701
88,78701
86,78701
81,78701
88,78701
95,78701
90,78701
97,78701
83,78701
94,78701
82,78701
94,78701
84,78701
94,78701
86,78701
89,78701
82,78701
78,78701
77,78701
97,78701
80,78701
96,78701
97,78701
87,78701
100,78701
94,78701
84,78701
91,78701
81,78701
79,78701
92,78701
82,78701
92,78701
90,78701
77,78701
70,78701
75,78701
94,78701
87,78701
87,78701
83,78701
91,78701
88,78701
97,78701
90,78701
76,78701
83,78701
85,78701
83,78701
89,78701
89,78701
81,78701
82,78701
86,78701
89,78701
87,78701
89,78701
86,78701
87,78701
84,78701
84,78701
72,78701
90,78701
83,78701
78,78701
82,78701
97,78701
97,78701
91,78701
97,78701
90,78701
72,78701
93,78701
100,78701
70,78701
75,78701
86,78701
100,78701
95,78701
81,78701
92,78701
80,78701
70,78701
94,78701
91,78701
73,78701
87,78701
97,78701
73,78701
92,78701
97,78701
86,78701
80,78701
75,78701
92,78701
97,78701
92,78701
75,78701
87,78701
85,78701
84,78701
71,78701
85,78701
87,78701
87,78701
83,78701
88,78701
87,78701
85,78701
87,78701
84,78701
87,78701
80,78701
89,78701
98,78701
95,78701
87,78701
81,78701
72,78701
90,78701
88,78701
95,78701
83,78701
86,78701
97,78701
88,78701
89,78701
81,78701
94,78701
84,78701
91,78701
90,78701
89,78701
89,78701
86,78701
88,78701
92,78701
93,78701
77,78701
73,78701
64,78701
85,78701
94,78701
89,78701
81,78701
76,78701
93,78701
85,78701
91,78701
91,78701
79,78701
89,78701
97,78701
90,78701
92,78701
89,78701
